Lambda,Absorption
544.0535402047052,0.025154951288112844
543.2010036870635,0.022007117934632888
542.3483059021243,0.018936727457136947
541.6376014070134,0.01546904487065754
540.784608622888,0.012721688612259113
539.9314552888525,0.00960688486227992
539.078141658194,0.007476320985567825
538.2246679842466,0.006079058559609473
537.3710345203928,0.005483193298475504
536.6595514216159,0.00315879715072819
535.8056256678469,0.002471384764044766
534.9515408423447,0.004700916350201303
534.0972971986724,0.004737759729238655
533.2428949904413,0.003208113021492535
532.5307722075438,0.00313372236958902
531.6760799564602,0.0029371367085697323
530.8212298596362,0.0031328212276546027
529.9662221708628,0.00426472548860795
529.1110571439773,0.0022784211825743923
528.2557350328641,0.003091138737668255
527.5428467952372,0.003560999278071207
526.6872373559211,0.003680599186520436
525.831471551969,0.0038141359321749533
524.975549637443,0.004457605876005367
524.1194718664524,0.004775640250729535
523.4059548502972,0.003914385562019666
522.5495920025852,0.004352672467607145
521.6930740186347,0.0042427376913674085
520.8364011527315,0.0047259512325033975
519.9795736592073,0.0037382138412570573
519.2654328131354,0.0038428446319902472
518.4083224963485,0.005091249623319749
517.5510582727967,0.005162827991745904
516.6936403969876,0.005648244550241633
515.8360691234741,0.003975618155699013
514.9783447068546,0.0030475525280110076
514.2634575590665,0.0033764740531640907
513.4054530414865,0.0048408372469070085
512.5472961024096,0.0028347103024529744
511.68898699660906,0.00201421237258116
510.8305259789017,0.0016956935855453358
510.1150259375311,0.0015514593311170264
509.25628707662963,0.0026239375248963675
508.3973970260498,0.002067700052504326
507.53835604078125,0.0016891569596338227
506.6791643758595,0.003045210073482074
505.96305640327074,0.003647139485051596
505.10358915484807,0.0034614742199980397
504.24397194961347,0.003696147700329564
503.384205042773,0.0007415274470138915
502.5242886895771,0.0002380613408728784
501.66422314532025,0.0030118023588196472
500.9473880772593,0.004688006503855606
500.08704967926207,0.004788355607292822
499.2265628137797,0.0049781185544776375
498.3659277362762,0.007778086492654167
497.50514470225994,0.013032692799295921
496.78771266927697,0.01204928361143901
495.92665904541076,0.010313359126652658
495.06545818920995,0.010375278030981504
494.2041103563504,0.010880215109510363
493.34261580255196,0.011856412509617132
492.62459178041104,0.00794590952250945
491.76282890253026,0.00858876920867468
490.90092002848615,0.00746488594419011
490.0388654141654,0.009437841016355766
489.17666531549713,0.008513849358459764
488.3143199884546,0.005529974349622788
487.5955881289457,0.005460599508178127
486.7329772148443,0.006252924704057081
485.8702217978588,0.008615282026490163
485.0073221341266,0.009611504861980773
484.1442784798281,0.008420363652185726
483.4249656266368,0.006273350785661179
482.56165865513316,0.006069862610073223
481.6982084191398,0.009058370595806994
480.8346151750009,0.010452760741268203
479.9708791791027,0.006525034626571103
479.1070006878741,0.004906962586895918
478.3869932796139,0.007320493062910881
477.5228542130889,0.0072267710281216
